qid,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,drives,affiliation,achieve,power,reward,risk,work,leisure,home,money,relig,death
543201,1.69,1.69,0,0,0,0,0,0,0,0,0,3.39,0,0,0,3.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0
546924,3.03,3.03,0,0,0,0,6.06,0,0,0,3.03,15.15,3.03,0,0,12.12,0,0,6.06,0,3.03,6.06,0,0,15.15,0,0,0,0,0
548099,0,0,0,0,0,0,6.67,0,0,0,6.67,8.89,4.44,2.22,0,4.44,0,0,24.44,2.22,11.11,11.11,0,0,22.22,0,0,4.44,0,0
548299,0,0,0,0,0,0,19.15,2.13,0,6.38,8.51,2.13,2.13,0,0,0,0,0,0,0,0,0,0,0,2.13,4.26,0,0,0,4.26
550664,0,0,0,0,0,0,16.35,0.96,0,0,5.77,7.69,0,0,0.96,3.85,0,3.85,3.85,0,0,0.96,2.88,0,0,0,0,0,0,0
553029,3.33,0,3.33,0,0,3.33,6.67,0,3.33,0,3.33,0,0,0,0,0,0,0,10,3.33,3.33,3.33,0,0,3.33,6.67,0,0,0,0
553056,1.14,1.14,0,0,0,0,2.27,0,1.14,1.14,1.14,2.27,1.14,1.14,0,0,0,0,6.82,0,1.14,4.55,2.27,0,3.41,1.14,0,4.55,0,0
571902,2.17,2.17,0,0,0,0,10.87,4.35,2.17,0,2.17,4.35,0,4.35,0,0,0,0,13.04,6.52,4.35,4.35,2.17,0,6.52,6.52,0,0,0,0
572595,1.96,0,1.96,0,1.96,0,11.76,0,0,1.96,5.88,3.92,1.96,0,0,1.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0
573452,0,0,0,0,0,0,2.5,0,0,0,0,5,0,0,0,2.5,0,2.5,2.5,2.5,0,0,0,0,2.5,0,0,0,0,0
573453,0,0,0,0,0,0,15.91,11.36,0,6.82,9.09,0,0,0,0,0,0,0,9.09,9.09,0,0,0,0,2.27,0,0,0,0,0
578298,2,2,0,0,0,0,10,0,0,0,2,6,2,4,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0
578322,1.04,1.04,0,0,0,0,3.12,0,0,0,0,6.25,2.08,3.12,0,1.04,0,0,5.21,0,4.17,4.17,1.04,0,2.08,12.5,0,0,0,0
578846,4.26,4.26,0,0,0,0,2.13,0,0,0,0,8.51,2.13,2.13,0,0,2.13,2.13,14.89,2.13,2.13,10.64,0,0,17.02,0,0,6.38,0,0
579638,9.43,7.55,1.89,0,1.89,0,3.77,0,0,0,0,16.98,3.77,3.77,3.77,1.89,3.77,1.89,3.77,0,1.89,1.89,0,0,3.77,1.89,0,0,0,0
579698,9.26,1.85,7.41,1.85,5.56,0,3.7,0,0,0,1.85,3.7,1.85,0,0,1.85,0,0,7.41,0,1.85,3.7,3.7,0,1.85,1.85,0,0,0,0
583215,0,0,0,0,0,0,3.77,0,0,0,0,3.77,1.89,0,0,1.89,1.89,0,5.66,0,1.89,3.77,0,0,0,1.89,0,0,0,0
584695,10.87,2.17,8.7,0,0,2.17,6.52,0,0,0,6.52,15.22,2.17,2.17,0,6.52,4.35,2.17,4.35,0,2.17,2.17,0,2.17,0,0,0,0,0,0
585661,1.52,1.52,0,0,0,0,3.03,0,0,0,3.03,16.67,3.03,4.55,0,6.06,3.03,3.03,1.52,1.52,0,0,0,0,0,0,0,0,0,0
589777,6,0,6,0,0,4,8,0,0,0,6,14,0,4,2,6,2,4,6,0,0,4,0,2,0,0,0,0,0,0
591026,1.49,0,1.49,0,0,0,4.48,0,0,0,2.99,14.93,2.99,7.46,0,4.48,0,2.99,8.96,0,2.99,8.96,0,0,2.99,0,0,0,0,0
593293,0,0,0,0,0,0,4.6,0,0,0,3.45,10.34,0,3.45,0,5.75,0,1.15,1.15,0,1.15,1.15,0,0,2.3,0,0,0,0,0
594930,3.03,1.52,1.52,1.52,0,0,3.03,0,0,0,3.03,3.03,1.52,1.52,0,0,0,0,1.52,0,1.52,1.52,1.52,0,1.52,1.52,0,0,0,0
598477,10,10,0,0,0,0,5,0,0,0,0,20,5,0,0,10,0,10,5,0,5,5,5,0,0,0,0,0,0,0
598846,0,0,0,0,0,0,4.26,0,0,0,0,0,0,0,0,0,0,0,2.13,2.13,2.13,0,0,0,2.13,4.26,2.13,0,0,0
608536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
616475,8.11,4.05,4.05,0,0,0,10.81,0,1.35,0,0,4.05,0,0,4.05,4.05,0,4.05,12.16,4.05,0,4.05,0,4.05,0,5.41,0,0,0,0
617100,2.17,2.17,0,0,0,0,4.35,4.35,0,0,4.35,2.17,0,2.17,0,0,0,0,8.7,4.35,0,4.35,0,0,0,2.17,0,0,0,0
617968,9.62,1.92,7.69,0,0,1.92,13.46,0,1.92,0,3.85,23.08,1.92,9.62,3.85,1.92,0,5.77,7.69,0,0,3.85,1.92,1.92,3.85,0,0,0,0,0
618632,6.78,5.08,1.69,0,0,0,8.47,0,0,0,6.78,0,0,0,0,0,0,0,8.47,1.69,5.08,0,5.08,0,3.39,1.69,0,1.69,0,0
619087,2.33,2.33,0,0,0,0,4.65,0,0,0,2.33,4.65,0,2.33,2.33,0,0,0,2.33,0,2.33,0,0,0,2.33,0,0,0,0,2.33
619238,2.35,1.18,1.18,1.18,0,0,3.53,0,0,0,2.35,12.94,3.53,0,1.18,1.18,2.35,5.88,5.88,0,3.53,3.53,2.35,0,3.53,0,0,0,1.18,0
619658,2.44,2.44,0,0,0,0,2.44,0,0,2.44,0,7.32,2.44,0,1.22,1.22,1.22,3.66,8.54,0,0,4.88,1.22,2.44,2.44,0,0,0,0,0
619678,2.94,2.94,0,0,0,0,7.35,0,0,0,1.47,10.29,7.35,1.47,0,1.47,1.47,0,8.82,0,4.41,5.88,0,0,13.24,1.47,0,0,0,0
619729,2.08,2.08,0,0,0,0,6.25,0,0,0,4.17,4.17,4.17,0,0,0,0,0,6.25,2.08,0,4.17,0,0,4.17,0,0,0,0,0
620222,11.11,11.11,0,0,0,0,16.67,6.67,0,0,7.78,6.67,2.22,2.22,0,0,0,2.22,13.33,13.33,0,0,0,0,0,0,0,0,4.44,0
621076,2.13,0,2.13,0,0,2.13,4.26,0,0,0,2.13,8.51,4.26,2.13,0,0,0,2.13,2.13,0,0,2.13,0,0,0,0,0,0,0,0
623944,1.75,1.75,0,0,0,0,1.75,0,0,0,0,7.02,0,0,1.75,5.26,0,5.26,3.51,0,1.75,0,3.51,0,0,3.51,0,0,0,0
625618,2.59,0.86,1.72,0.86,0,0,11.21,0,0.86,1.72,3.45,10.34,1.72,2.59,0.86,4.31,0.86,1.72,4.31,0.86,0,2.59,0,0.86,1.72,0,0,0,0,0
633175,3.39,3.39,0,0,0,0,18.64,8.47,0,0,10.17,8.47,1.69,1.69,0,3.39,0,3.39,8.47,3.39,1.69,3.39,0,0,6.78,0,0,1.69,0,0
633387,1.92,1.92,0,0,0,0,0,0,0,0,0,9.62,1.92,1.92,0,3.85,1.92,0,0,0,0,0,0,0,1.92,0,0,0,0,0
635593,0,0,0,0,0,0,1.69,0,0,0,0,5.08,0,0,0,3.39,0,1.69,3.39,1.69,0,1.69,0,0,0,5.08,0,0,1.69,3.39
636636,2.44,2.44,0,0,0,0,12.2,0,0,0,0,7.32,2.44,0,0,0,0,4.88,9.76,2.44,4.88,7.32,0,0,24.39,2.44,0,14.63,0,0
643892,2.78,2.78,0,0,0,0,8.33,0,0,0,2.78,11.11,2.78,5.56,0,2.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0
644219,8.77,8.77,0,0,0,0,1.75,0,0,0,0,5.26,1.75,0,0,3.51,0,3.51,3.51,1.75,0,1.75,0,0,1.75,3.51,0,0,0,0
646107,0,0,0,0,0,0,10.2,0,0,0,0,8.16,4.08,0,0,4.08,0,2.04,18.37,0,0,18.37,0,0,16.33,0,0,0,0,0
649188,0,0,0,0,0,0,5.48,1.37,0,0.68,0.68,7.53,2.05,0.68,0,3.42,0,4.11,2.74,2.05,0,0.68,0,0,0,2.05,0,0,0,0
650370,0,0,0,0,0,0,8.33,0,0,5.56,0,8.33,2.78,2.78,2.78,0,0,0,0,0,0,0,0,0,2.78,0,0,0,0,0
650921,4.04,4.04,0,0,0,0,19.73,1.79,1.35,0,2.24,12.11,6.28,2.69,0,2.69,0,1.35,2.69,2.69,0,0,0,0,0,0,0,0,0,0
650943,0.98,0,0.98,0,0,0,13.66,3.41,0,0,1.46,6.83,4.88,0,0,1.95,0,0.98,0.98,0,0,0.98,0,0,0,0,0.98,0,0,0
651265,4.44,4.44,0,0,0,0,24.44,0,0,0,4.44,22.22,6.67,6.67,0,6.67,0,4.44,0,0,0,0,0,0,0,0,0,0,0,0
651420,0,0,0,0,0,0,8.82,0,0,0,2.94,11.76,2.94,5.88,0,2.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0
651426,0,0,0,0,0,0,14.58,3.12,0,0,0,10.42,8.33,2.08,0,0,0,0,1.04,0,0,1.04,0,0,0,0,0,0,0,0
651446,1.87,0,1.87,0,1.87,0,19.63,4.67,0,0,0,5.61,4.67,0,0,0.93,0,0.93,8.41,0,0,7.48,0,0.93,0,0,3.74,0,0,1.87
651670,0,0,0,0,0,0,10.81,0,0,2.7,2.7,8.11,2.7,5.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
651768,0,0,0,0,0,0,20,4,0,4,0,10,10,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,4,0
651852,0,0,0,0,0,0,4.65,0,0,0,2.33,9.3,4.65,4.65,0,0,0,0,2.33,2.33,0,0,0,0,0,0,0,0,0,0
651861,0,0,0,0,0,0,12,0,0,2,2,8,4,2,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0
652347,2.04,2.04,0,0,0,0,0,0,0,0,0,12.24,2.04,6.12,0,2.04,2.04,0,6.12,0,0,6.12,0,0,6.12,0,0,0,0,0
656783,3.23,3.23,0,0,0,0,0,0,0,0,0,3.23,0,0,0,3.23,0,0,3.23,0,0,3.23,0,0,9.68,0,0,6.45,0,0
658265,0,0,0,0,0,0,16.33,4.08,0,0,4.08,8.16,0,4.08,0,0,0,4.08,2.04,0,2.04,2.04,0,0,0,0,0,0,0,0
659512,5.56,4.17,1.39,0,0,0,9.72,0,0,0,8.33,0,0,0,0,0,0,0,4.17,1.39,1.39,1.39,0,0,9.72,4.17,0,2.78,0,0
659647,3.7,3.7,0,0,0,0,3.7,0,0,0,3.7,0,0,0,0,0,0,0,18.52,0,3.7,14.81,3.7,0,7.41,0,0,0,3.7,0
663192,2.94,2.94,0,0,0,0,14.71,0,0,0,0,1.47,0,0,0,0,1.47,0,10.29,1.47,4.41,8.82,0,0,7.35,0,2.94,1.47,0,0
663679,4.26,4.26,0,0,0,0,2.13,0,0,0,2.13,6.38,4.26,2.13,0,0,0,2.13,8.51,0,4.26,6.38,2.13,0,0,12.77,0,2.13,4.26,0
664194,0,0,0,0,0,0,2.7,0,0,0,2.7,13.51,0,0,0,2.7,0,10.81,0,0,0,0,0,0,0,10.81,0,0,0,0
664532,0,0,0,0,0,0,6.12,0,0,0,2.04,6.12,0,4.08,0,2.04,0,0,4.08,4.08,0,0,0,0,4.08,6.12,0,0,0,0
664895,3.17,0.79,2.38,0,0.79,0,10.32,0.79,0,0.79,7.94,7.94,5.56,1.59,0.79,0,0,0,2.38,0,0,2.38,0,0,0,0,0,0,0,2.38
669444,0,0,0,0,0,0,0,0,0,0,0,12.2,0,7.32,0,2.44,0,2.44,0,0,0,0,0,0,7.32,0,0,0,0,0
669596,2.94,2.94,0,0,0,0,5.88,0,1.47,0,2.94,8.82,1.47,1.47,0,2.94,1.47,1.47,7.35,1.47,1.47,4.41,0,0,1.47,2.94,0,1.47,0,0
671644,4.17,4.17,0,0,0,0,12.5,2.08,0,0,8.33,0,0,0,0,0,0,0,12.5,2.08,4.17,6.25,2.08,0,2.08,0,0,2.08,0,0
672825,2.56,0,2.56,0,0,2.56,0,0,0,0,0,5.13,2.56,0,0,2.56,0,0,5.13,0,2.56,2.56,0,0,0,0,0,0,0,0
682910,7.84,5.88,1.96,0,0,0,15.69,1.96,0,0,1.96,5.88,3.92,0,1.96,0,0,0,7.84,5.88,0,1.96,0,0,0,0,0,0,1.96,0
686541,0,0,0,0,0,0,14.71,0,0,5.88,5.88,2.94,0,0,0,0,0,2.94,5.88,0,0,5.88,0,0,0,5.88,0,0,0,0
692953,4.44,4.44,0,0,0,0,11.11,0,0,0,4.44,8.89,0,0,0,4.44,2.22,2.22,6.67,0,0,6.67,0,0,0,2.22,0,0,0,0
704912,0,0,0,0,0,0,3.39,0,0,1.69,1.69,10.17,1.69,1.69,5.08,0,0,1.69,0,0,0,0,0,0,1.69,0,0,0,0,0
705879,6.52,0,6.52,0,2.17,2.17,6.52,0,0,0,2.17,14.13,4.35,2.17,4.35,0,2.17,1.09,13.04,0,4.35,8.7,0,0,2.17,0,0,0,0,2.17
709190,1.75,1.75,0,0,0,0,5.26,0,0,0,0,7.02,1.75,1.75,0,1.75,1.75,0,3.51,1.75,0,0,1.75,0,0,0,0,0,7.02,0
713456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,9.09,0,0,13.64,0,0,9.09,0,0
717832,2.56,2.56,0,0,0,0,10.26,0,0,0,5.13,2.56,0,2.56,0,0,0,0,10.26,0,5.13,0,10.26,0,5.13,0,0,7.69,0,0
719439,6.9,6.9,0,0,0,0,1.72,0,0,0,1.72,5.17,0,1.72,0,1.72,0,1.72,5.17,0,0,5.17,0,0,1.72,1.72,0,0,0,0
725015,4.84,3.23,1.61,1.61,0,0,8.06,1.61,0,1.61,3.23,11.29,4.84,6.45,0,0,0,0,1.61,1.61,0,0,0,0,0,0,1.61,0,0,0
726243,1.67,1.67,0,0,0,0,6.67,0,5,0,5,3.33,1.67,1.67,0,0,1.67,0,10,6.67,0,1.67,1.67,0,1.67,0,0,0,0,0
729581,0,0,0,0,0,0,2.27,0,0,0,0,6.82,0,0,0,6.82,0,6.82,18.18,4.55,0,13.64,0,0,13.64,0,0,0,18.18,0
735168,2.38,2.38,0,0,0,0,2.38,2.38,0,0,0,4.76,0,2.38,0,2.38,0,0,0,0,0,0,0,0,2.38,0,0,0,0,0
737611,1.92,0,0,0,0,0,7.69,0,1.92,0,0,0,0,0,0,0,0,0,1.92,0,0,1.92,0,0,0,0,0,0,0,0
740852,2.13,0,2.13,0,2.13,0,10.64,2.13,0,0,4.26,4.26,2.13,0,0,2.13,0,0,10.64,2.13,0,8.51,0,0,4.26,2.13,2.13,0,0,0
740876,2.44,2.44,0,0,0,0,9.76,0,0,0,2.44,12.2,2.44,0,2.44,0,0,7.32,4.88,4.88,0,0,0,0,0,0,0,0,0,0
747759,1.49,1.49,0,0,0,0,2.99,0,0,0,0,16.42,2.99,4.48,0,5.97,0,4.48,4.48,0,1.49,2.99,0,0,0,0,0,0,0,0
748997,2,2,0,0,0,0,4,0,0,0,0,8,2,4,0,0,2,0,14,2,2,8,0,2,12,0,0,4,0,0
753299,3.09,3.09,0,0,0,0,10.31,0,0,0,6.19,5.15,3.09,0,0,2.06,0,0,10.31,2.06,2.06,7.22,3.09,0,2.06,0,0,0,0,2.06
768572,1.39,1.39,0,0,0,0,6.94,0,0,0,1.39,6.94,2.78,2.78,0,1.39,0,1.39,6.94,5.56,0,1.39,0,0,0,2.78,0,1.39,0,0
771734,0,0,0,0,0,0,1.72,0,1.72,0,0,1.72,0,0,0,0,0,1.72,1.72,0,0,1.72,0,0,13.79,1.72,0,8.62,0,0
774185,2.78,2.78,0,0,0,0,5.56,0,0,0,2.78,2.78,0,0,0,2.78,0,0,5.56,0,2.78,2.78,0,0,8.33,0,0,2.78,0,0
776700,0,0,0,0,0,0,6.52,0,0,0,0,4.35,0,2.17,0,2.17,0,0,10.87,6.52,6.52,4.35,0,0,6.52,6.52,4.35,0,0,0
778613,8.74,8.74,0,0,0,0,0.97,0,0,0,0,2.91,0.97,0.97,0,0,0.97,0,6.8,0,0,3.88,0,2.91,2.91,0,0,4.85,0,0
778640,4.55,4.55,0,0,0,0,4.55,0,0,0,0,22.73,6.82,6.82,0,2.27,4.55,2.27,2.27,0,0,0,0,2.27,0,0,0,4.55,0,0
778846,3.64,3.64,0,0,0,0,7.27,3.64,0,0,7.27,7.27,1.82,0,0,5.45,0,1.82,7.27,0,3.64,1.82,1.82,0,0,0,0,0,0,0
781100,1.49,0,1.49,0,0,1.49,1.49,0,0,0,0,4.48,0,1.49,0,1.49,0,2.99,1.49,0,0,1.49,0,0,0,0,0,0,0,0
785106,0,0,0,0,0,0,3.12,0,0,0,0,9.38,3.12,1.56,0,1.56,0,3.12,0,0,0,0,0,0,0,0,0,0,0,0
792900,5,0,5,0,5,0,10,0,0,0,5,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,5
793412,2.86,2.86,0,0,0,0,2.86,0,0,0,0,14.29,0,8.57,0,0,2.86,2.86,0,0,0,0,0,0,0,0,0,0,0,0
794320,2.04,2.04,0,0,0,0,6.12,0,0,0,0,14.29,8.16,4.08,0,2.04,2.04,0,8.16,0,6.12,2.04,2.04,2.04,6.12,0,0,0,0,0
795547,19.15,8.51,10.64,4.26,6.38,0,12.77,0,0,0,6.38,14.89,2.13,0,6.38,0,4.26,2.13,8.51,0,4.26,6.38,2.13,0,4.26,2.13,0,0,0,0
795759,0,0,0,0,0,0,16.22,8.11,0,0,13.51,8.11,5.41,2.7,0,2.7,0,0,10.81,8.11,2.7,0,0,0,2.7,0,0,0,0,0
802074,5.77,3.85,1.92,0,0,0,1.92,0,0,0,0,5.77,0,0,0,5.77,0,3.85,0,0,0,0,0,0,0,5.77,0,0,0,0
802095,1.92,1.92,0,0,0,0,3.85,0,1.92,0,0,5.77,0,3.85,0,1.92,0,1.92,1.92,0,1.92,0,0,0,3.85,0,0,0,0,0
802186,6.17,4.94,0,0,0,0,6.17,0,0,1.23,1.23,14.81,0,4.94,2.47,3.7,0,8.64,4.94,0,1.23,2.47,1.23,0,0,1.23,0,0,0,0
805539,10.71,10.71,0,0,0,0,10.71,0,0,0,1.79,7.14,1.79,1.79,0,3.57,0,0,8.93,1.79,5.36,3.57,3.57,0,7.14,0,0,0,0,0
814741,0,0,0,0,0,0,3.7,0,0,0,0,0,0,0,0,0,0,0,3.7,3.7,0,0,0,0,3.7,0,0,0,0,0
815628,0,0,0,0,0,0,0,0,0,0,0,14.29,2.86,2.86,0,5.71,0,5.71,0,0,0,0,0,0,2.86,0,0,0,0,0
827807,1.04,1.04,0,0,0,0,2.08,0,0,0,1.04,3.12,0,2.08,0,0,0,1.04,5.21,1.04,4.17,1.04,0,0,6.25,4.17,1.04,2.08,0,0
830841,3.74,3.74,0,0,0,0,12.15,0.93,0,0.93,2.8,14.95,2.8,1.87,2.8,2.8,3.74,2.8,7.48,2.8,1.87,0.93,1.87,0,2.8,1.87,0.93,0,0,0
831601,1.53,0,1.53,1.53,0,0,13.74,3.05,0,0,0,6.87,5.34,1.53,0,0,0,0,0,0,0,0,0,0,0,0,3.05,0,0,0
834557,3.51,3.51,0,0,0,0,3.51,0,1.75,0,0,5.26,1.75,0,0,0,0,3.51,7.02,1.75,1.75,3.51,0,0,3.51,1.75,1.75,0,0,0
835206,4.29,4.29,0,0,0,0,1.43,0,0,0,0,10,1.43,2.86,0,0,4.29,1.43,7.14,1.43,1.43,5.71,1.43,0,1.43,4.29,0,0,0,0
836869,0,0,0,0,0,0,5.88,0,0,0,0,5.88,0,0,0,2.94,0,2.94,5.88,0,0,5.88,0,0,0,8.82,0,0,0,0
838143,3.64,3.64,0,0,0,0,5.45,0,0,0,0,14.55,3.64,0,0,5.45,3.64,1.82,1.82,0,1.82,0,0,0,0,0,0,0,0,0
846090,0,0,0,0,0,0,15.38,0,15.38,0,0,3.85,0,0,0,3.85,0,0,19.23,15.38,0,0,3.85,0,0,0,19.23,0,0,0
846998,1.72,1.72,0,0,0,0,8.62,0,0,6.9,0,5.17,1.72,0,0,1.72,0,1.72,3.45,0,0,3.45,0,0,5.17,0,0,0,0,0
855389,1.61,1.61,0,0,0,0,3.23,0,0,0,0,9.68,1.61,6.45,0,0,0,1.61,1.61,0,0,1.61,0,0,3.23,1.61,0,0,0,0
857943,4.17,2.08,2.08,0,2.08,0,4.17,0,0,0,0,12.5,4.17,0,0,4.17,2.08,4.17,12.5,4.17,0,6.25,2.08,0,4.17,6.25,0,4.17,0,0
859669,1.79,1.79,0,0,0,0,3.57,0,0,0,0,7.14,0,5.36,0,1.79,0,0,8.93,0,5.36,1.79,1.79,1.79,17.86,0,0,3.57,0,0
861193,11.9,4.76,7.14,4.76,0,0,9.52,0,0,0,0,11.9,4.76,0,0,4.76,2.38,0,4.76,0,0,4.76,0,0,4.76,0,0,0,0,0
864951,4.88,2.44,2.44,0,0,2.44,0,0,0,0,0,7.32,0,2.44,0,2.44,0,2.44,2.44,0,0,2.44,0,0,2.44,0,0,7.32,0,0
866459,2.22,2.22,0,0,0,0,8.89,0,0,0,6.67,4.44,2.22,0,0,2.22,0,0,4.44,0,2.22,4.44,2.22,0,2.22,4.44,0,0,0,0
866526,0,0,0,0,0,0,8.62,0,0,3.45,5.17,1.72,0,0,0,1.72,0,0,3.45,0,0,3.45,0,0,0,1.72,0,0,0,0
867490,0,0,0,0,0,0,2.38,0,0,0,0,4.76,2.38,0,0,0,0,2.38,11.9,2.38,4.76,7.14,0,0,9.52,7.14,0,2.38,0,0
874257,0,0,0,0,0,0,9.8,0,0,0,0,9.8,3.92,3.92,0,1.96,0,0,7.84,1.96,0,3.92,0,1.96,0,0,0,0,0,0
874684,4.05,1.35,2.7,0,0,0,9.46,0,0,0,2.7,16.22,5.41,1.35,5.41,2.7,0,4.05,5.41,0,1.35,2.7,1.35,0,1.35,0,0,0,0,0
877739,2.91,1.94,0,0,0,0,14.56,5.83,0,0,2.91,8.74,0.97,0,0.97,4.85,0.97,3.88,8.74,6.8,0.97,0.97,0,0,0.97,1.94,0,0.97,0.97,0
880354,2.04,2.04,0,0,0,0,6.12,0,0,0,0,8.16,0,0,0,6.12,2.04,2.04,2.04,0,0,2.04,0,0,2.04,0,0,0,0,0
880527,4.92,3.28,1.64,0,1.64,0,6.56,0,0,0,3.28,3.28,1.64,0,0,0,1.64,0,4.92,3.28,3.28,1.64,0,0,6.56,6.56,0,0,0,1.64
880565,0,0,0,0,0,0,4.08,0,0,0,2.04,2.04,2.04,0,0,0,0,0,8.16,0,0,8.16,0,0,16.33,0,0,6.12,0,0
880766,2.86,2.86,0,0,0,0,25.71,0,0,0,8.57,8.57,0,5.71,0,2.86,0,0,2.86,0,2.86,0,0,0,0,0,0,0,0,0
881024,3.88,2.33,1.55,0,0,0,6.98,0,0,0,3.1,10.08,2.33,1.55,0.78,3.1,1.55,2.33,6.2,0,0,5.43,0.78,0,0,0,0,0.78,0.78,0
881099,2.08,2.08,0,0,0,0,6.25,0,0,0,4.17,5.21,2.08,1.04,0,1.04,0,2.08,4.17,0,2.08,3.12,1.04,0,3.12,7.29,0,3.12,1.04,1.04
883861,13.04,13.04,0,0,0,0,13.04,0,0,0,7.25,2.9,1.45,0,0,0,0,1.45,18.84,1.45,11.59,11.59,10.14,0,8.7,2.9,0,0,0,0
885539,0,0,0,0,0,0,21.05,0,1.75,0,1.75,5.26,0,0,1.75,1.75,1.75,0,14.04,7.02,0,7.02,0,0,1.75,0,0,0,1.75,0
885986,1.96,1.96,0,0,0,0,11.76,0,0,0,3.92,5.88,0,0,0,1.96,1.96,1.96,15.69,1.96,5.88,13.73,0,0,5.88,5.88,0,1.96,0,0
887004,5.66,1.89,3.77,0,1.89,0,3.77,0,0,0,3.77,7.55,1.89,0,0,0,1.89,3.77,5.66,0,0,1.89,3.77,0,1.89,1.89,0,1.89,0,0
887126,1.52,1.52,0,0,0,0,0,0,0,0,0,4.55,0,4.55,0,0,0,0,10.61,0,3.03,7.58,0,0,6.06,0,0,0,0,0
887506,4.08,2.04,2.04,0,2.04,0,16.33,4.08,0,0,12.24,4.08,2.04,2.04,0,0,0,0,4.08,0,2.04,2.04,0,0,2.04,0,0,0,0,0
887906,6.9,3.45,3.45,0,3.45,0,3.45,0,0,0,3.45,0,0,0,0,0,0,0,13.79,0,3.45,10.34,3.45,0,3.45,0,0,0,0,0
888141,5.66,3.77,1.89,0,1.89,0,7.55,0,0,0,5.66,11.32,0,0,0,3.77,5.66,3.77,7.55,0,0,7.55,0,0,7.55,0,0,1.89,0,0
890532,3.75,2.5,1.25,0,0,0,10,1.25,0,0,5,3.75,1.25,1.25,0,0,1.25,0,8.75,2.5,1.25,2.5,0,2.5,1.25,2.5,0,0,0,0
890960,9.3,6.98,2.33,0,0,0,0,0,0,0,0,6.98,0,2.33,0,2.33,2.33,0,16.28,0,4.65,11.63,0,0,18.6,0,0,4.65,0,0
893146,12.24,0,12.24,0,2.04,0,4.08,0,0,0,4.08,14.29,0,0,6.12,6.12,0,2.04,8.16,0,0,2.04,0,6.12,4.08,0,0,0,0,2.04
897938,3.12,1.56,1.56,0,1.56,0,7.81,3.12,0,0,7.81,1.56,1.56,0,0,0,0,0,7.81,0,0,7.81,0,0,7.81,0,0,0,0,0
898862,1.75,1.75,0,0,0,0,5.26,0,0,0,3.51,8.77,0,8.77,0,0,0,0,3.51,1.75,0,1.75,0,0,8.77,0,0,0,0,0
900696,5,5,0,0,0,0,15,0,0,0,0,6.67,1.67,3.33,0,0,0,1.67,13.33,8.33,10,3.33,1.67,0,11.67,10,0,0,0,0
906057,1.08,1.08,0,0,0,0,2.15,0,0,0,2.15,8.6,2.15,1.08,1.08,0,0,4.3,17.2,0,1.08,17.2,1.08,0,13.98,0,0,0,0,0
907222,1.85,0,1.85,1.85,0,0,5.56,0,0,0,0,9.26,5.56,0,1.85,3.7,0,1.85,3.7,0,0,0,1.85,1.85,0,0,0,0,0,0
909143,0,0,0,0,0,0,4.55,0,0,0,0,15.91,4.55,2.27,2.27,6.82,0,6.82,0,0,0,0,0,0,2.27,0,0,0,0,0
909426,0,0,0,0,0,0,5.17,3.45,0,0,3.45,5.17,0,1.72,0,0,3.45,0,5.17,0,3.45,1.72,0,0,0,1.72,3.45,0,0,0
912825,3.9,2.6,1.3,0,1.3,0,12.99,0,0,1.3,3.9,9.09,0,1.3,0,3.9,0,3.9,9.09,5.19,1.3,3.9,0,0,0,1.3,0,0,0,1.3
913775,3.03,3.03,0,0,0,0,7.58,0,0,0,6.06,0,0,0,0,0,0,0,3.03,0,0,3.03,0,0,7.58,0,0,4.55,0,0
917167,7.41,1.85,5.56,1.85,0,3.7,0,0,0,0,0,11.11,0,1.85,5.56,3.7,0,5.56,5.56,0,0,5.56,0,0,0,0,0,0,0,0
918751,7.69,3.85,3.85,0,0,3.85,3.85,0,3.85,0,0,7.69,0,0,0,3.85,3.85,0,11.54,3.85,3.85,3.85,0,0,0,0,0,0,3.85,0
918918,1.92,1.92,0,0,0,0,17.31,3.85,1.92,1.92,1.92,0,0,0,0,0,0,0,11.54,5.77,3.85,1.92,0,0,1.92,5.77,5.77,0,0,0
919012,4.08,4.08,0,0,0,0,12.24,0,0,0,8.16,8.16,4.08,2.04,0,0,0,2.04,10.2,2.04,4.08,4.08,2.04,0,6.12,4.08,0,2.04,0,0
919175,10.53,7.89,2.63,2.63,0,0,0,0,0,0,0,7.89,5.26,5.26,0,0,0,0,7.89,0,5.26,2.63,0,0,2.63,0,0,0,0,0
919310,0,0,0,0,0,0,1.96,0,0,0,1.96,0,0,0,0,0,0,0,13.73,0,1.96,11.76,0,0,17.65,0,1.96,5.88,0,0
